,contract_name,last_trade_date_(edt),strike,last_price,bid,ask,change,%_change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date
1054,AAPL251121P00235000,2025-06-06 12:19:00,235,34.40,0.00,0.00,0.00,0.00%,10,0,0.00%,"Nov 21, 2025",2025-11-21
1055,AAPL251121P00240000,6/13/2025 3:14 PM,240,44.13,0.00,0.00,0.00,0.00%,7,0,0.00%,"Nov 21, 2025",2025-11-21
1056,AAPL251121P00245000,6/13/2025 9:31 AM,245,45.70,0.00,0.00,0.00,0.00%,1,0,0.00%,"Nov 21, 2025",2025-11-21
1057,AAPL251121P00250000,2025-12-06 13:00:00,250,51.54,0.00,0.00,0.00,0.00%,4,0,0.00%,"Nov 21, 2025",2025-11-21
1058,AAPL251121P00255000,6/17/2025 10:02 AM,255,58.33,0.00,0.00,0.00,0.00%,6,0,0.00%,"Nov 21, 2025",2025-11-21
1059,AAPL251121P00260000,6/17/2025 10:02 AM,260,63.32,0.00,0.00,0.00,0.00%,-,-,0.00%,"Nov 21, 2025",2025-11-21
1060,AAPL251121P00265000,6/17/2025 9:30 AM,265,67.85,0.00,0.00,0.00,0.00%,-,0,0.00%,"Nov 21, 2025",2025-11-21
1061,AAPL251121P00270000,6/16/2025 11:07 AM,270,72.19,0.00,0.00,0.00,0.00%,-,-,0.00%,"Nov 21, 2025",2025-11-21
1062,AAPL251219C00005000,6/17/2025 2:25 PM,5,191.03,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 19, 2025",2025-12-19
1063,AAPL251219C00010000,4/15/2025 1:06 PM,10,192.35,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1064,AAPL251219C00015000,2025-10-06 10:46:00,15,188.71,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1065,AAPL251219C00020000,2025-11-06 11:16:00,20,181.34,0.00,0.00,0.00,0.00%,10,0,0.00%,"Dec 19, 2025",2025-12-19
1066,AAPL251219C00025000,2/25/2025 10:37 AM,25,221.35,191.30,195.20,0.00,0.00%,1,1,584.47%,"Dec 19, 2025",2025-12-19
1067,AAPL251219C00030000,6/17/2025 3:02 PM,30,166.20,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1068,AAPL251219C00035000,5/16/2025 11:35 AM,35,175.97,159.80,163.05,0.00,0.00%,1,2,127.73%,"Dec 19, 2025",2025-12-19
1069,AAPL251219C00040000,5/22/2025 10:01 AM,40,162.25,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1070,AAPL251219C00045000,5/28/2025 12:46 PM,45,156.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1071,AAPL251219C00050000,2025-11-06 15:18:00,50,149.80,0.00,0.00,0.00,0.00%,12,0,0.00%,"Dec 19, 2025",2025-12-19
1072,AAPL251219C00055000,2025-05-05 15:26:00,55,145.68,147.40,150.55,0.00,0.00%,19,0,168.99%,"Dec 19, 2025",2025-12-19
1073,AAPL251219C00060000,6/17/2025 11:51 AM,60,138.94,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1074,AAPL251219C00065000,2025-02-05 14:51:00,65,141.00,136.30,138.25,0.00,0.00%,5,338,137.35%,"Dec 19, 2025",2025-12-19
1075,AAPL251219C00070000,2025-02-05 14:17:00,70,136.70,131.30,133.05,0.00,0.00%,4,830,128.42%,"Dec 19, 2025",2025-12-19
1076,AAPL251219C00075000,5/30/2025 9:51 AM,75,124.93,0.00,0.00,0.00,0.00%,11,0,0.00%,"Dec 19, 2025",2025-12-19
1077,AAPL251219C00080000,2025-06-06 12:09:00,80,124.23,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 19, 2025",2025-12-19
1078,AAPL251219C00085000,6/13/2025 12:32 PM,85,114.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1079,AAPL251219C00090000,2025-03-06 09:47:00,90,114.55,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1080,AAPL251219C00095000,2025-02-05 10:32:00,95,114.25,107.40,109.60,0.00,0.00%,2,181,101.39%,"Dec 19, 2025",2025-12-19
1081,AAPL251219C00100000,2025-11-06 09:47:00,100,105.23,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 19, 2025",2025-12-19
1082,AAPL251219C00105000,2025-04-06 14:53:00,105,100.75,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1083,AAPL251219C00110000,2025-10-06 09:34:00,110,95.00,0.00,0.00,0.00,0.00%,25,0,0.00%,"Dec 19, 2025",2025-12-19
1084,AAPL251219C00115000,2025-03-06 11:23:00,115,90.94,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1085,AAPL251219C00120000,2025-05-06 10:54:00,120,86.30,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1086,AAPL251219C00125000,2025-12-06 12:45:00,125,77.50,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 19, 2025",2025-12-19
1087,AAPL251219C00130000,6/17/2025 2:00 PM,130,70.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1088,AAPL251219C00135000,5/28/2025 12:44 PM,135,71.30,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1089,AAPL251219C00140000,6/17/2025 10:33 AM,140,62.36,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1090,AAPL251219C00145000,6/13/2025 12:06 PM,145,58.25,0.00,0.00,0.00,0.00%,3,0,0.00%,"Dec 19, 2025",2025-12-19
1091,AAPL251219C00150000,6/17/2025 3:00 PM,150,52.00,0.00,0.00,0.00,0.00%,15,0,0.00%,"Dec 19, 2025",2025-12-19
1092,AAPL251219C00155000,6/16/2025 2:31 PM,155,49.47,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 19, 2025",2025-12-19
1093,AAPL251219C00160000,6/17/2025 1:53 PM,160,43.85,0.00,0.00,0.00,0.00%,6,0,0.00%,"Dec 19, 2025",2025-12-19
1094,AAPL251219C00165000,6/17/2025 3:50 PM,165,39.50,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 19, 2025",2025-12-19
1095,AAPL251219C00170000,6/17/2025 3:48 PM,170,35.46,0.00,0.00,0.00,0.00%,18,0,0.00%,"Dec 19, 2025",2025-12-19
1096,AAPL251219C00175000,6/17/2025 2:44 PM,175,31.92,0.00,0.00,0.00,0.00%,50,0,0.00%,"Dec 19, 2025",2025-12-19
1097,AAPL251219C00180000,6/17/2025 1:31 PM,180,29.00,0.00,0.00,0.00,0.00%,9,0,0.00%,"Dec 19, 2025",2025-12-19
1098,AAPL251219C00185000,6/17/2025 3:37 PM,185,24.96,0.00,0.00,0.00,0.00%,6,0,0.00%,"Dec 19, 2025",2025-12-19
1099,AAPL251219C00190000,6/17/2025 3:54 PM,190,21.95,0.00,0.00,0.00,0.00%,63,0,0.00%,"Dec 19, 2025",2025-12-19
1100,AAPL251219C00195000,6/17/2025 3:59 PM,195,19.05,0.00,0.00,0.00,0.00%,179,0,0.00%,"Dec 19, 2025",2025-12-19
1101,AAPL251219C00200000,6/17/2025 3:59 PM,200,16.35,0.00,0.00,0.00,0.00%,871,0,0.78%,"Dec 19, 2025",2025-12-19
1102,AAPL251219C00205000,6/17/2025 3:59 PM,205,13.90,0.00,0.00,0.00,0.00%,99,0,1.56%,"Dec 19, 2025",2025-12-19
1103,AAPL251219C00210000,6/17/2025 3:57 PM,210,11.75,0.00,0.00,0.00,0.00%,2.188,0,3.13%,"Dec 19, 2025",2025-12-19
1104,AAPL251219C00215000,6/17/2025 3:37 PM,215,9.80,0.00,0.00,0.00,0.00%,118,0,3.13%,"Dec 19, 2025",2025-12-19
1105,AAPL251219C00220000,6/17/2025 3:48 PM,220,8.08,0.00,0.00,0.00,0.00%,433,0,3.13%,"Dec 19, 2025",2025-12-19
1106,AAPL251219C00225000,6/17/2025 3:58 PM,225,6.65,0.00,0.00,0.00,0.00%,78,0,3.13%,"Dec 19, 2025",2025-12-19
1107,AAPL251219C00230000,6/17/2025 3:48 PM,230,5.45,0.00,0.00,0.00,0.00%,506,0,6.25%,"Dec 19, 2025",2025-12-19
1108,AAPL251219C00235000,6/17/2025 3:22 PM,235,4.56,0.00,0.00,0.00,0.00%,879,0,6.25%,"Dec 19, 2025",2025-12-19
1109,AAPL251219C00240000,6/17/2025 3:34 PM,240,3.60,0.00,0.00,0.00,0.00%,118,0,6.25%,"Dec 19, 2025",2025-12-19
1110,AAPL251219C00245000,6/17/2025 3:54 PM,245,2.95,0.00,0.00,0.00,0.00%,45,0,6.25%,"Dec 19, 2025",2025-12-19
1111,AAPL251219C00250000,6/17/2025 3:58 PM,250,2.40,0.00,0.00,0.00,0.00%,443,0,6.25%,"Dec 19, 2025",2025-12-19
1112,AAPL251219C00255000,6/17/2025 3:23 PM,255,2.01,0.00,0.00,0.00,0.00%,63,0,6.25%,"Dec 19, 2025",2025-12-19
1113,AAPL251219C00260000,6/17/2025 3:40 PM,260,1.59,0.00,0.00,0.00,0.00%,178,0,6.25%,"Dec 19, 2025",2025-12-19
1114,AAPL251219C00265000,6/17/2025 3:25 PM,265,1.32,0.00,0.00,0.00,0.00%,13,0,6.25%,"Dec 19, 2025",2025-12-19
1115,AAPL251219C00270000,6/17/2025 3:54 PM,270,1.10,0.00,0.00,0.00,0.00%,9,0,12.50%,"Dec 19, 2025",2025-12-19
1116,AAPL251219C00275000,6/17/2025 2:54 PM,275,0.96,0.00,0.00,0.00,0.00%,6,0,12.50%,"Dec 19, 2025",2025-12-19
1117,AAPL251219C00280000,6/17/2025 2:41 PM,280,0.80,0.00,0.00,0.00,0.00%,17,0,12.50%,"Dec 19, 2025",2025-12-19
1118,AAPL251219C00285000,6/17/2025 12:16 PM,285,0.70,0.00,0.00,0.00,0.00%,7,0,12.50%,"Dec 19, 2025",2025-12-19
1119,AAPL251219C00290000,6/16/2025 9:33 AM,290,0.60,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 19, 2025",2025-12-19
1120,AAPL251219C00295000,6/16/2025 9:52 AM,295,0.49,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 19, 2025",2025-12-19
1121,AAPL251219C00300000,6/17/2025 3:59 PM,300,0.42,0.00,0.00,0.00,0.00%,98,0,12.50%,"Dec 19, 2025",2025-12-19
1122,AAPL251219C00310000,6/17/2025 3:39 PM,310,0.31,0.00,0.00,0.00,0.00%,123,0,12.50%,"Dec 19, 2025",2025-12-19
1123,AAPL251219C00320000,6/13/2025 12:05 PM,320,0.24,0.00,0.00,0.00,0.00%,6,0,12.50%,"Dec 19, 2025",2025-12-19
1124,AAPL251219C00330000,6/16/2025 3:48 PM,330,0.19,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 19, 2025",2025-12-19
1125,AAPL251219C00340000,2025-12-06 10:13:00,340,0.16,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 19, 2025",2025-12-19
1126,AAPL251219C00350000,6/17/2025 3:35 PM,350,0.09,0.00,0.00,0.00,0.00%,3,0,12.50%,"Dec 19, 2025",2025-12-19
1127,AAPL251219C00360000,6/17/2025 11:32 AM,360,0.07,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 19, 2025",2025-12-19
1128,AAPL251219C00370000,6/16/2025 12:09 PM,370,0.07,0.00,0.00,0.00,0.00%,18,0,12.50%,"Dec 19, 2025",2025-12-19
1129,AAPL251219C00380000,6/17/2025 1:34 PM,380,0.06,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 19, 2025",2025-12-19
1130,AAPL251219C00390000,6/17/2025 2:05 PM,390,0.03,0.00,0.00,0.00,0.00%,8,0,25.00%,"Dec 19, 2025",2025-12-19
1131,AAPL251219C00400000,6/17/2025 12:57 PM,400,0.04,0.00,0.00,0.00,0.00%,116,0,25.00%,"Dec 19, 2025",2025-12-19
1132,Puts,,,,,,,,,,,"Dec 19, 2025",2025-12-19
1133,In The Money,,,,,,,,,,,"Dec 19, 2025",2025-12-19
1134,Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Dec 19, 2025",2025-12-19
1135,AAPL251219P00005000,2025-09-06 09:31:00,5,0.01,0.00,0.00,0.00,0.00%,34,0,50.00%,"Dec 19, 2025",2025-12-19
1136,AAPL251219P00010000,4/28/2025 9:43 AM,10,0.01,0.00,0.02,0.00,0.00%,50,89,134.38%,"Dec 19, 2025",2025-12-19
1137,AAPL251219P00015000,2025-08-04 15:42:00,15,0.13,0.00,0.02,0.00,0.00%,-,1,115.63%,"Dec 19, 2025",2025-12-19
1138,AAPL251219P00020000,2025-12-05 12:06:00,20,0.01,0.00,0.02,0.00,0.00%,12,42,101.56%,"Dec 19, 2025",2025-12-19
1139,AAPL251219P00030000,4/22/2025 3:44 PM,30,0.05,0.00,0.00,0.00,0.00%,35,0,50.00%,"Dec 19, 2025",2025-12-19
1140,AAPL251219P00035000,5/23/2025 10:02 AM,35,0.03,0.00,0.00,0.00,0.00%,1,0,50.00%,"Dec 19, 2025",2025-12-19
1141,AAPL251219P00040000,5/22/2025 12:12 PM,40,0.04,0.00,0.00,0.00,0.00%,42,0,50.00%,"Dec 19, 2025",2025-12-19
1142,AAPL251219P00045000,2025-05-06 10:54:00,45,0.03,0.00,0.00,0.00,0.00%,1,0,50.00%,"Dec 19, 2025",2025-12-19
1143,AAPL251219P00050000,6/16/2025 1:44 PM,50,0.04,0.00,0.00,0.00,0.00%,10,0,50.00%,"Dec 19, 2025",2025-12-19
1144,AAPL251219P00055000,6/16/2025 1:43 PM,55,0.05,0.00,0.00,0.00,0.00%,25,0,25.00%,"Dec 19, 2025",2025-12-19
1145,AAPL251219P00060000,6/17/2025 11:51 AM,60,0.08,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 19, 2025",2025-12-19
1146,AAPL251219P00065000,5/27/2025 1:04 PM,65,0.13,0.00,0.00,0.00,0.00%,21,0,25.00%,"Dec 19, 2025",2025-12-19
1147,AAPL251219P00070000,6/16/2025 1:43 PM,70,0.12,0.00,0.00,0.00,0.00%,10,0,25.00%,"Dec 19, 2025",2025-12-19
1148,AAPL251219P00075000,2025-09-06 12:48:00,75,0.16,0.00,0.00,0.00,0.00%,2,0,25.00%,"Dec 19, 2025",2025-12-19
1149,AAPL251219P00080000,2025-10-06 09:45:00,80,0.19,0.00,0.00,0.00,0.00%,5,0,25.00%,"Dec 19, 2025",2025-12-19
1150,AAPL251219P00085000,2025-02-06 12:43:00,85,0.29,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 19, 2025",2025-12-19
1151,AAPL251219P00090000,6/17/2025 1:08 PM,90,0.29,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 19, 2025",2025-12-19
1152,AAPL251219P00095000,6/17/2025 12:07 PM,95,0.36,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 19, 2025",2025-12-19
1153,AAPL251219P00100000,6/16/2025 11:52 AM,100,0.43,0.00,0.00,0.00,0.00%,2,0,25.00%,"Dec 19, 2025",2025-12-19
1154,AAPL251219P00105000,6/13/2025 10:59 AM,105,0.61,0.00,0.00,0.00,0.00%,3,0,12.50%,"Dec 19, 2025",2025-12-19
1155,AAPL251219P00110000,6/17/2025 12:23 PM,110,0.62,0.00,0.00,0.00,0.00%,6,0,12.50%,"Dec 19, 2025",2025-12-19
1156,AAPL251219P00115000,6/17/2025 1:41 PM,115,0.78,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 19, 2025",2025-12-19
1157,AAPL251219P00120000,6/16/2025 11:33 AM,120,0.96,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 19, 2025",2025-12-19
1158,AAPL251219P00125000,6/17/2025 3:46 PM,125,1.23,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 19, 2025",2025-12-19
1159,AAPL251219P00130000,6/17/2025 10:06 AM,130,1.43,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 19, 2025",2025-12-19
1160,AAPL251219P00135000,6/17/2025 3:48 PM,135,1.80,0.00,0.00,0.00,0.00%,3,0,12.50%,"Dec 19, 2025",2025-12-19
1161,AAPL251219P00140000,6/17/2025 2:16 PM,140,2.13,0.00,0.00,0.00,0.00%,34,0,12.50%,"Dec 19, 2025",2025-12-19
1162,AAPL251219P00145000,6/17/2025 3:40 PM,145,2.57,0.00,0.00,0.00,0.00%,5,0,6.25%,"Dec 19, 2025",2025-12-19
1163,AAPL251219P00150000,6/17/2025 2:38 PM,150,3.15,0.00,0.00,0.00,0.00%,41,0,6.25%,"Dec 19, 2025",2025-12-19
1164,AAPL251219P00155000,6/17/2025 2:48 PM,155,3.80,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 19, 2025",2025-12-19
1165,AAPL251219P00160000,6/17/2025 3:59 PM,160,4.50,0.00,0.00,0.00,0.00%,48,0,6.25%,"Dec 19, 2025",2025-12-19
1166,AAPL251219P00165000,6/17/2025 3:24 PM,165,5.35,0.00,0.00,0.00,0.00%,629,0,6.25%,"Dec 19, 2025",2025-12-19
1167,AAPL251219P00170000,6/17/2025 3:31 PM,170,6.40,0.00,0.00,0.00,0.00%,103,0,3.13%,"Dec 19, 2025",2025-12-19
1168,AAPL251219P00175000,6/17/2025 3:44 PM,175,7.63,0.00,0.00,0.00,0.00%,637,0,3.13%,"Dec 19, 2025",2025-12-19
1169,AAPL251219P00180000,6/17/2025 3:33 PM,180,9.05,0.00,0.00,0.00,0.00%,241,0,3.13%,"Dec 19, 2025",2025-12-19
1170,AAPL251219P00185000,6/17/2025 3:50 PM,185,10.67,0.00,0.00,0.00,0.00%,64,0,1.56%,"Dec 19, 2025",2025-12-19
1171,AAPL251219P00190000,6/17/2025 3:17 PM,190,12.50,0.00,0.00,0.00,0.00%,298,0,0.78%,"Dec 19, 2025",2025-12-19
1172,AAPL251219P00195000,6/17/2025 3:48 PM,195,14.60,0.00,0.00,0.00,0.00%,142,0,0.20%,"Dec 19, 2025",2025-12-19
1173,AAPL251219P00200000,6/17/2025 3:49 PM,200,16.95,0.00,0.00,0.00,0.00%,233,0,0.00%,"Dec 19, 2025",2025-12-19
1174,AAPL251219P00205000,6/17/2025 1:09 PM,205,18.87,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1175,AAPL251219P00210000,6/17/2025 12:46 PM,210,21.21,0.00,0.00,0.00,0.00%,44,0,0.00%,"Dec 19, 2025",2025-12-19
1176,AAPL251219P00215000,6/17/2025 1:30 PM,215,24.90,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 19, 2025",2025-12-19
1177,AAPL251219P00220000,6/17/2025 1:36 PM,220,28.04,0.00,0.00,0.00,0.00%,6,0,0.00%,"Dec 19, 2025",2025-12-19
1178,AAPL251219P00225000,6/16/2025 1:44 PM,225,30.60,0.00,0.00,0.00,0.00%,3,0,0.00%,"Dec 19, 2025",2025-12-19
1179,AAPL251219P00230000,6/17/2025 12:11 PM,230,34.48,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1180,AAPL251219P00235000,6/17/2025 3:44 PM,235,40.65,0.00,0.00,0.00,0.00%,10,0,0.00%,"Dec 19, 2025",2025-12-19
1181,AAPL251219P00240000,6/16/2025 2:16 PM,240,42.84,0.00,0.00,0.00,0.00%,13,0,0.00%,"Dec 19, 2025",2025-12-19
1182,AAPL251219P00245000,2025-12-06 09:30:00,245,46.26,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1183,AAPL251219P00250000,6/13/2025 3:01 PM,250,53.68,0.00,0.00,0.00,0.00%,46,0,0.00%,"Dec 19, 2025",2025-12-19
1184,AAPL251219P00255000,6/16/2025 11:40 AM,255,58.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1185,AAPL251219P00260000,6/17/2025 9:30 AM,260,62.65,0.00,0.00,0.00,0.00%,3,0,0.00%,"Dec 19, 2025",2025-12-19
1186,AAPL251219P00265000,6/16/2025 1:48 PM,265,67.00,0.00,0.00,0.00,0.00%,3,0,0.00%,"Dec 19, 2025",2025-12-19
1187,AAPL251219P00270000,2025-07-05 13:41:00,270,75.17,64.90,66.60,0.00,0.00%,13,5,0.00%,"Dec 19, 2025",2025-12-19
1188,AAPL251219P00275000,2025-01-05 12:22:00,275,63.00,72.50,75.60,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1189,AAPL251219P00280000,2025-06-05 10:01:00,280,82.00,78.05,80.95,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1190,AAPL251219P00285000,2025-07-03 10:49:00,285,47.50,0.00,0.00,0.00,0.00%,16,0,0.00%,"Dec 19, 2025",2025-12-19
1191,AAPL251219P00290000,2025-12-06 15:48:00,290,91.32,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1192,AAPL251219P00295000,2025-12-06 15:48:00,295,96.34,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1193,AAPL251219P00300000,6/13/2025 9:49 AM,300,102.64,0.00,0.00,0.00,0.00%,11,0,0.00%,"Dec 19, 2025",2025-12-19
1194,AAPL251219P00310000,2025-07-03 10:51:00,310,71.01,0.00,0.00,0.00,0.00%,50,0,0.00%,"Dec 19, 2025",2025-12-19
1195,AAPL251219P00350000,11/22/2024 3:35 PM,350,119.48,94.00,96.45,0.00,0.00%,1,0,0.00%,"Dec 19, 2025",2025-12-19
1196,AAPL251219P00360000,5/15/2025 3:46 PM,360,149.64,161.95,165.00,0.00,0.00%,-,0,42.60%,"Dec 19, 2025",2025-12-19
1197,AAPL251219P00400000,2025-11-06 11:16:00,400,198.71,0.00,0.00,0.00,0.00%,10,0,0.00%,"Dec 19, 2025",2025-12-19
1198,AAPL260116C00005000,6/16/2025 10:08 AM,5,193.00,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 16, 2026",2026-01-16
1199,AAPL260116C00010000,2025-11-06 15:05:00,10,189.20,0.00,0.00,0.00,0.00%,5,0,0.00%,"Jan 16, 2026",2026-01-16
1200,AAPL260116C00015000,2025-09-06 13:56:00,15,187.65,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1201,AAPL260116C00020000,2025-08-05 10:28:00,20,175.68,182.85,186.00,0.00,0.00%,1,10,312.43%,"Jan 16, 2026",2026-01-16
1202,AAPL260116C00025000,6/16/2025 12:20 PM,25,172.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1203,AAPL260116C00030000,5/14/2025 2:18 PM,30,182.50,165.05,168.65,0.00,0.00%,1,137,140.67%,"Jan 16, 2026",2026-01-16
1204,AAPL260116C00035000,5/19/2025 9:56 AM,35,171.30,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1205,AAPL260116C00040000,5/23/2025 9:50 AM,40,156.75,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1206,AAPL260116C00045000,5/29/2025 9:53 AM,45,158.05,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1207,AAPL260116C00050000,6/13/2025 9:52 AM,50,148.49,0.00,0.00,0.00,0.00%,10,0,0.00%,"Jan 16, 2026",2026-01-16
1208,AAPL260116C00055000,2025-05-05 15:26:00,55,145.89,147.95,150.35,0.00,0.00%,19,321,158.64%,"Jan 16, 2026",2026-01-16
1209,AAPL260116C00060000,2025-12-05 15:46:00,60,151.75,139.75,141.00,0.00,0.00%,2,454,123.25%,"Jan 16, 2026",2026-01-16
1210,AAPL260116C00065000,2025-11-04 12:24:00,65,133.95,149.55,151.05,0.00,0.00%,2,118,197.49%,"Jan 16, 2026",2026-01-16
1211,AAPL260116C00070000,6/13/2025 10:35 AM,70,128.00,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 16, 2026",2026-01-16
1212,AAPL260116C00075000,6/13/2025 3:32 PM,75,123.05,0.00,0.00,0.00,0.00%,5,0,0.00%,"Jan 16, 2026",2026-01-16
1213,AAPL260116C00080000,6/13/2025 3:26 PM,80,118.33,0.00,0.00,0.00,0.00%,15,0,0.00%,"Jan 16, 2026",2026-01-16
1214,AAPL260116C00085000,5/13/2025 2:31 PM,85,130.10,111.85,114.15,0.00,0.00%,12,236,75.21%,"Jan 16, 2026",2026-01-16
1215,AAPL260116C00090000,2025-12-06 12:33:00,90,110.82,0.00,0.00,0.00,0.00%,19,0,0.00%,"Jan 16, 2026",2026-01-16
1216,AAPL260116C00095000,2025-12-06 12:34:00,95,106.22,0.00,0.00,0.00,0.00%,25,0,0.00%,"Jan 16, 2026",2026-01-16
1217,AAPL260116C00100000,2025-11-06 13:46:00,100,102.80,0.00,0.00,0.00,0.00%,4,0,0.00%,"Jan 16, 2026",2026-01-16
1218,AAPL260116C00105000,2025-02-06 09:30:00,105,99.62,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1219,AAPL260116C00110000,5/23/2025 9:43 AM,110,89.70,0.00,0.00,0.00,0.00%,5,0,0.00%,"Jan 16, 2026",2026-01-16
1220,AAPL260116C00115000,2025-12-06 11:41:00,115,86.60,0.00,0.00,0.00,0.00%,4,0,0.00%,"Jan 16, 2026",2026-01-16
1221,AAPL260116C00120000,6/16/2025 3:00 PM,120,82.25,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 16, 2026",2026-01-16
1222,AAPL260116C00125000,2025-12-06 13:31:00,125,78.98,0.00,0.00,0.00,0.00%,30,0,0.00%,"Jan 16, 2026",2026-01-16
1223,AAPL260116C00130000,6/16/2025 1:56 PM,130,72.64,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 16, 2026",2026-01-16
1224,AAPL260116C00135000,2025-06-06 13:56:00,135,74.30,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 16, 2026",2026-01-16
1225,AAPL260116C00140000,6/17/2025 3:59 PM,140,61.50,0.00,0.00,0.00,0.00%,15,0,0.00%,"Jan 16, 2026",2026-01-16
1226,AAPL260116C00145000,6/16/2025 9:35 AM,145,58.40,0.00,0.00,0.00,0.00%,10,0,0.00%,"Jan 16, 2026",2026-01-16
1227,AAPL260116C00150000,6/17/2025 3:50 PM,150,52.72,0.00,0.00,0.00,0.00%,31,0,0.00%,"Jan 16, 2026",2026-01-16
1228,AAPL260116C00155000,6/17/2025 1:49 PM,155,48.90,0.00,0.00,0.00,0.00%,7,0,0.00%,"Jan 16, 2026",2026-01-16
1229,AAPL260116C00160000,6/17/2025 3:48 PM,160,44.41,0.00,0.00,0.00,0.00%,8,0,0.00%,"Jan 16, 2026",2026-01-16
1230,AAPL260116C00165000,6/17/2025 2:58 PM,165,40.95,0.00,0.00,0.00,0.00%,5,0,0.00%,"Jan 16, 2026",2026-01-16
1231,AAPL260116C00170000,6/17/2025 3:48 PM,170,36.62,0.00,0.00,0.00,0.00%,44,0,0.00%,"Jan 16, 2026",2026-01-16
1232,AAPL260116C00175000,6/17/2025 3:45 PM,175,33.05,0.00,0.00,0.00,0.00%,111,0,0.00%,"Jan 16, 2026",2026-01-16
1233,AAPL260116C00180000,6/17/2025 3:26 PM,180,29.72,0.00,0.00,0.00,0.00%,272,0,0.00%,"Jan 16, 2026",2026-01-16
